Date,Open,High,Low,Close,Adj Close,Volume
2012-01-04,6713999872.000000,6822000128.000000,6257999872.000000,6275999744.000000,6275999744.000000,0
2012-01-05,6444000256.000000,6569999872.000000,5969999872.000000,5987999744.000000,5987999744.000000,0
2012-01-06,5886000128.000000,6120000000.000000,5676000256.000000,5795999744.000000,5795999744.000000,0
2012-01-09,5688000000.000000,5784000000.000000,5561999872.000000,5622000128.000000,5622000128.000000,0
2012-01-10,5280000000.000000,5448000000.000000,5177999872.000000,5388000256.000000,5388000256.000000,0
2012-01-11,5478000128.000000,5592000000.000000,5448000000.000000,5544000000.000000,5544000000.000000,0
2012-01-12,5502000128.000000,5904000000.000000,5388000256.000000,5400000000.000000,5400000000.000000,0
2012-01-13,5664000000.000000,6012000256.000000,5640000000.000000,5688000000.000000,5688000000.000000,0
2012-01-17,5321999872.000000,5664000000.000000,5148000256.000000,5603999744.000000,5603999744.000000,0
2012-01-18,5532000256.000000,5657999872.000000,5184000000.000000,5208000000.000000,5208000000.000000,0
2012-01-19,5057999872.000000,5166000128.000000,4896000000.000000,4913999872.000000,4913999872.000000,0
2012-01-20,4961999872.000000,5004000256.000000,4595999744.000000,4625999872.000000,4625999872.000000,0
2012-01-23,4601999872.000000,4656000000.000000,4320000000.000000,4380000256.000000,4380000256.000000,0
2012-01-24,4595999744.000000,4632000000.000000,4368000000.000000,4409999872.000000,4409999872.000000,0
2012-01-25,4409999872.000000,4524000256.000000,4014000128.000000,4044000000.000000,4044000000.000000,0
2012-01-26,3870000128.000000,4164000000.000000,3846000128.000000,4044000000.000000,4044000000.000000,0
2012-01-27,4158000128.000000,4182000128.000000,3833999872.000000,3876000000.000000,3876000000.000000,0
2012-01-30,4158000128.000000,4212000000.000000,3996000000.000000,4104000000.000000,4104000000.000000,0
2012-01-31,3918000128.000000,4182000128.000000,3888000000.000000,4097999872.000000,4097999872.000000,0
2012-02-01,3929999872.000000,3990000128.000000,3768000000.000000,3881999872.000000,3881999872.000000,0
2012-02-02,3737999872.000000,3780000000.000000,3641999872.000000,3648000000.000000,3648000000.000000,0
2012-02-03,3342000128.000000,3408000000.000000,3264000000.000000,3264000000.000000,3264000000.000000,0
2012-02-06,3312000000.000000,3329999872.000000,3180000000.000000,3185999872.000000,3185999872.000000,0
2012-02-07,3204000000.000000,3324000000.000000,3174000128.000000,3233999872.000000,3233999872.000000,0
2012-02-08,3233999872.000000,3425999872.000000,3204000000.000000,3384000000.000000,3384000000.000000,0
2012-02-09,3420000000.000000,3726000128.000000,3366000128.000000,3720000000.000000,3720000000.000000,0
2012-02-10,4116000000.000000,4812000256.000000,4038000128.000000,4355999744.000000,4355999744.000000,0
2012-02-13,3888000000.000000,4001999872.000000,3689999872.000000,3696000000.000000,3696000000.000000,0
2012-02-14,3809999872.000000,4374000128.000000,3798000128.000000,3918000128.000000,3918000128.000000,0
2012-02-15,3984000000.000000,4422000128.000000,3977999872.000000,4361999872.000000,4361999872.000000,0
2012-02-16,4547999744.000000,4710000128.000000,3977999872.000000,4008000000.000000,4008000000.000000,0
2012-02-17,3876000000.000000,4092000000.000000,3804000000.000000,3960000000.000000,3960000000.000000,0
2012-02-21,3809999872.000000,4008000000.000000,3780000000.000000,3888000000.000000,3888000000.000000,0
2012-02-22,3942000128.000000,3972000000.000000,3660000000.000000,3678000128.000000,3678000128.000000,0
2012-02-23,3684000000.000000,3750000128.000000,3161999872.000000,3216000000.000000,3216000000.000000,0
2012-02-24,3126000128.000000,3468000000.000000,3078000128.000000,3438000128.000000,3438000128.000000,0
2012-02-27,3672000000.000000,3702000128.000000,3281999872.000000,3492000000.000000,3492000000.000000,0
2012-02-28,3569999872.000000,3593999872.000000,3390000128.000000,3414000128.000000,3414000128.000000,0
2012-02-29,3300000000.000000,3456000000.000000,3174000128.000000,3294000128.000000,3294000128.000000,0
2012-03-01,3257999872.000000,3288000000.000000,3126000128.000000,3174000128.000000,3174000128.000000,0
2012-03-02,3161999872.000000,3270000128.000000,3108000000.000000,3222000128.000000,3222000128.000000,0
2012-03-05,3252000000.000000,3324000000.000000,3161999872.000000,3192000000.000000,3192000000.000000,0
2012-03-06,3593999872.000000,3737999872.000000,3462000128.000000,3678000128.000000,3678000128.000000,0
2012-03-07,3582000128.000000,3630000128.000000,3305999872.000000,3324000000.000000,3324000000.000000,0
2012-03-08,3139000064.000000,3168999936.000000,3009999872.000000,3051000064.000000,3051000064.000000,0
2012-03-09,2961999872.000000,2974000128.000000,2804999936.000000,2928999936.000000,2928999936.000000,0
2012-03-12,2848000000.000000,2860000000.000000,2639000064.000000,2659000064.000000,2659000064.000000,0
2012-03-13,2504999936.000000,2543000064.000000,2374000128.000000,2416999936.000000,2416999936.000000,0
2012-03-14,2377999872.000000,2696000000.000000,2368999936.000000,2568999936.000000,2568999936.000000,0
2012-03-15,2630000128.000000,2667000064.000000,2486000128.000000,2486000128.000000,2486000128.000000,0
2012-03-16,2460000000.000000,2543000064.000000,2439000064.000000,2476999936.000000,2476999936.000000,0
2012-03-19,2449999872.000000,2464999936.000000,2144999936.000000,2184999936.000000,2184999936.000000,0
2012-03-20,2272999936.000000,2308999936.000000,1972000000.000000,1974000000.000000,1974000000.000000,0
2012-03-21,1891000064.000000,1950000000.000000,1734000000.000000,1780000000.000000,1780000000.000000,0
2012-03-22,1924999936.000000,1994000000.000000,1778000000.000000,1816999936.000000,1816999936.000000,0
2012-03-23,1796000000.000000,1856000000.000000,1554000000.000000,1566000000.000000,1566000000.000000,0
2012-03-26,1443000064.000000,1450000000.000000,1260000000.000000,1275000064.000000,1275000064.000000,0
2012-03-27,1314000000.000000,1534000000.000000,1304000000.000000,1528000000.000000,1528000000.000000,0
2012-03-28,1522000000.000000,1820000000.000000,1475000064.000000,1546000000.000000,1546000000.000000,0
2012-03-29,1739000064.000000,1739000064.000000,1502000000.000000,1538000000.000000,1538000000.000000,0
2012-03-30,1408000000.000000,1528000000.000000,1400000000.000000,1456000000.000000,1456000000.000000,0
2012-04-02,1468999936.000000,1484000000.000000,1350000000.000000,1452000000.000000,1452000000.000000,0
2012-04-03,1438000000.000000,1587000064.000000,1414000000.000000,1502000000.000000,1502000000.000000,0
2012-04-04,1651000064.000000,1724000000.000000,1540000000.000000,1570000000.000000,1570000000.000000,0
2012-04-05,1646000000.000000,1664000000.000000,1555000064.000000,1636000000.000000,1636000000.000000,0
2012-04-09,1836999936.000000,1850000000.000000,1708999936.000000,1844000000.000000,1844000000.000000,0
2012-04-10,1860999936.000000,2150000128.000000,1811000064.000000,2142000000.000000,2142000000.000000,0
2012-04-11,1928999936.000000,2066000000.000000,1883000064.000000,2040000000.000000,2040000000.000000,0
2012-04-12,1986000000.000000,2010000000.000000,1676999936.000000,1690000000.000000,1690000000.000000,0
2012-04-13,1667000064.000000,1864000000.000000,1664000000.000000,1859000064.000000,1859000064.000000,0
2012-04-16,1724000000.000000,1920999936.000000,1686000000.000000,1790000000.000000,1790000000.000000,0
2012-04-17,1668000000.000000,1682000000.000000,1552000000.000000,1598000000.000000,1598000000.000000,0
2012-04-18,1632000000.000000,1680999936.000000,1558000000.000000,1636999936.000000,1636999936.000000,0
2012-04-19,1632000000.000000,1764999936.000000,1560000000.000000,1668000000.000000,1668000000.000000,0
2012-04-20,1598000000.000000,1604000000.000000,1528000000.000000,1563000064.000000,1563000064.000000,0
2012-04-23,1712000000.000000,1780000000.000000,1643000064.000000,1660000000.000000,1660000000.000000,0
2012-04-24,1647000064.000000,1667000064.000000,1580999936.000000,1580999936.000000,1580999936.000000,0
2012-04-25,1456000000.000000,1468999936.000000,1386000000.000000,1392000000.000000,1392000000.000000,0
2012-04-26,1396000000.000000,1408000000.000000,1268000000.000000,1292999936.000000,1292999936.000000,0
2012-04-27,1280000000.000000,1338000000.000000,1262000000.000000,1284000000.000000,1284000000.000000,0
2012-04-30,1318000000.000000,1356999936.000000,1300000000.000000,1344000000.000000,1344000000.000000,0
2012-05-01,1332999936.000000,1342000000.000000,1224999936.000000,1256999936.000000,1256999936.000000,0
2012-05-02,1315000064.000000,1340000000.000000,1255000064.000000,1278000000.000000,1278000000.000000,0
2012-05-03,1262000000.000000,1367000064.000000,1242000000.000000,1332999936.000000,1332999936.000000,0
2012-05-04,1360000000.000000,1494000000.000000,1355000064.000000,1456999936.000000,1456999936.000000,0
2012-05-07,1523000064.000000,1532000000.000000,1372999936.000000,1407000064.000000,1407000064.000000,0
2012-05-08,1462000000.000000,1612000000.000000,1416999936.000000,1434000000.000000,1434000000.000000,0
2012-05-09,1572999936.000000,1632999936.000000,1451000064.000000,1544999936.000000,1544999936.000000,0
2012-05-10,1451000064.000000,1491000064.000000,1406000000.000000,1442000000.000000,1442000000.000000,0
2012-05-11,1516000000.000000,1520000000.000000,1391000064.000000,1483000064.000000,1483000064.000000,0
2012-05-14,1612000000.000000,1662000000.000000,1568000000.000000,1656000000.000000,1656000000.000000,0
2012-05-15,1663000064.000000,1832999936.000000,1599000064.000000,1819000064.000000,1819000064.000000,0
2012-05-16,1760999936.000000,1960999936.000000,1704000000.000000,1942000000.000000,1942000000.000000,0
2012-05-17,1919000064.000000,2132000000.000000,1870000000.000000,2132000000.000000,2132000000.000000,0
2012-05-18,2092999936.000000,2487000064.000000,2068000000.000000,2408000000.000000,2408000000.000000,0
2012-05-21,2372000000.000000,2443000064.000000,1851000064.000000,1856000000.000000,1856000000.000000,0
2012-05-22,1804000000.000000,2110000000.000000,1650000000.000000,1986000000.000000,1986000000.000000,0
2012-05-23,2096000000.000000,2219000064.000000,1880999936.000000,1920999936.000000,1920999936.000000,0
2012-05-24,1894000000.000000,2100999936.000000,1871000064.000000,1950000000.000000,1950000000.000000,0
2012-05-25,1944999936.000000,1972999936.000000,1890000000.000000,1910000000.000000,1910000000.000000,0
2012-05-29,1798000000.000000,1868999936.000000,1716999936.000000,1724999936.000000,1724999936.000000,0
2012-05-30,1814000000.000000,1956999936.000000,1814000000.000000,1956999936.000000,1956999936.000000,0
2012-05-31,1980000000.000000,2188999936.000000,1867000064.000000,2002000000.000000,2002000000.000000,0
2012-06-01,2304999936.000000,2361999872.000000,2188000000.000000,2347000064.000000,2347000064.000000,0
2012-06-04,2249999872.000000,2408999936.000000,2146000000.000000,2160000000.000000,2160000000.000000,0
2012-06-05,2201999872.000000,2208000000.000000,2027000064.000000,2062000000.000000,2062000000.000000,0
2012-06-06,1932000000.000000,1964999936.000000,1760000000.000000,1764999936.000000,1764999936.000000,0
2012-06-07,1602000000.000000,1746000000.000000,1584000000.000000,1718000000.000000,1718000000.000000,0
2012-06-08,1744000000.000000,1760000000.000000,1532999936.000000,1540999936.000000,1540999936.000000,0
2012-06-11,1423000064.000000,1796999936.000000,1407000064.000000,1784999936.000000,1784999936.000000,0
2012-06-12,1754000000.000000,1880999936.000000,1696000000.000000,1720999936.000000,1720999936.000000,0
2012-06-13,1804999936.000000,1950000000.000000,1706000000.000000,1892000000.000000,1892000000.000000,0
2012-06-14,1867000064.000000,1924999936.000000,1655000064.000000,1663000064.000000,1663000064.000000,0
2012-06-15,1627000064.000000,1674000000.000000,1480000000.000000,1518000000.000000,1518000000.000000,0
2012-06-18,1496000000.000000,1524999936.000000,1262000000.000000,1264000000.000000,1264000000.000000,0
2012-06-19,1172000000.000000,1246000000.000000,1160000000.000000,1208999936.000000,1208999936.000000,0
2012-06-20,1208999936.000000,1300000000.000000,1104999936.000000,1104999936.000000,1104999936.000000,0
2012-06-21,1110000000.000000,1347000064.000000,1082000000.000000,1344999936.000000,1344999936.000000,0
2012-06-22,1247000064.000000,1294000000.000000,1053000000.000000,1069000000.000000,1069000000.000000,0
2012-06-25,1234000000.000000,1290000000.000000,1218000000.000000,1260000000.000000,1260000000.000000,0
2012-06-26,1191000064.000000,1288999936.000000,1158000000.000000,1187000064.000000,1187000064.000000,0
2012-06-27,1154000000.000000,1211000064.000000,1120000000.000000,1208000000.000000,1208000000.000000,0
2012-06-28,1232999936.000000,1278000000.000000,1130000000.000000,1136000000.000000,1136000000.000000,0
2012-06-29,1004000000.000000,1035000000.000000,976000000.000000,984000000.000000,984000000.000000,0
2012-07-02,945000000.000000,964000000.000000,852000000.000000,855000000.000000,855000000.000000,0
2012-07-03,843000000.000000,844000000.000000,790000000.000000,816000000.000000,816000000.000000,0
2012-07-05,826000000.000000,893000000.000000,826000000.000000,874000000.000000,874000000.000000,0
2012-07-06,922000000.000000,926000000.000000,851000000.000000,858000000.000000,858000000.000000,0
2012-07-09,845000000.000000,885000000.000000,822000000.000000,838000000.000000,838000000.000000,0
2012-07-10,815000000.000000,918000000.000000,790000000.000000,886000000.000000,886000000.000000,0
2012-07-11,882000000.000000,911000000.000000,812000000.000000,826000000.000000,826000000.000000,0
2012-07-12,870000000.000000,907000000.000000,804000000.000000,842000000.000000,842000000.000000,0
2012-07-13,819000000.000000,821000000.000000,750000000.000000,752000000.000000,752000000.000000,0
2012-07-16,745000000.000000,761000000.000000,713000000.000000,730000000.000000,730000000.000000,0
2012-07-17,705000000.000000,746000000.000000,666000000.000000,674000000.000000,674000000.000000,0
2012-07-18,683000000.000000,699000000.000000,653000000.000000,689000000.000000,689000000.000000,0
2012-07-19,680000000.000000,711000000.000000,657000000.000000,657000000.000000,657000000.000000,0
2012-07-20,697000000.000000,739000000.000000,679000000.000000,725000000.000000,725000000.000000,0
2012-07-23,843000000.000000,892000000.000000,794000000.000000,819000000.000000,819000000.000000,0
2012-07-24,822000000.000000,941000000.000000,817000000.000000,886000000.000000,886000000.000000,0
2012-07-25,879000000.000000,944000000.000000,835000000.000000,864000000.000000,864000000.000000,0
2012-07-26,759000000.000000,794000000.000000,731000000.000000,733000000.000000,733000000.000000,0
2012-07-27,670000000.000000,710000000.000000,666000000.000000,690000000.000000,690000000.000000,0
2012-07-30,681000000.000000,722000000.000000,663000000.000000,720000000.000000,720000000.000000,0
2012-07-31,748000000.000000,763000000.000000,718000000.000000,756000000.000000,756000000.000000,0
2012-08-01,730000000.000000,762000000.000000,708000000.000000,727000000.000000,727000000.000000,0
2012-08-02,763000000.000000,779000000.000000,694000000.000000,694000000.000000,694000000.000000,0
2012-08-03,643000000.000000,650000000.000000,601000000.000000,602000000.000000,602000000.000000,0
2012-08-06,582000000.000000,588000000.000000,557000000.000000,572000000.000000,572000000.000000,0
2012-08-07,553000000.000000,603000000.000000,546000000.000000,602000000.000000,602000000.000000,0
2012-08-08,597000000.000000,607000000.000000,550000000.000000,551000000.000000,551000000.000000,0
2012-08-09,560000000.000000,570000000.000000,534000000.000000,546000000.000000,546000000.000000,0
2012-08-10,558000000.000000,565000000.000000,526000000.000000,527000000.000000,527000000.000000,0
2012-08-13,532000000.000000,534000000.000000,498000000.000000,499000000.000000,499000000.000000,0
2012-08-14,506000000.000000,556000000.000000,500000000.000000,554000000.000000,554000000.000000,0
2012-08-15,556000000.000000,562000000.000000,528000000.000000,555000000.000000,555000000.000000,0
2012-08-16,552000000.000000,570000000.000000,532000000.000000,533000000.000000,533000000.000000,0
2012-08-17,522000000.000000,537000000.000000,495000000.000000,503000000.000000,503000000.000000,0
2012-08-20,512000000.000000,529000000.000000,502000000.000000,505000000.000000,505000000.000000,0
2012-08-21,491000000.000000,540000000.000000,487000000.000000,529000000.000000,529000000.000000,0
2012-08-22,548000000.000000,560000000.000000,526000000.000000,538000000.000000,538000000.000000,0
2012-08-23,544000000.000000,575000000.000000,541000000.000000,561000000.000000,561000000.000000,0
2012-08-24,574000000.000000,577000000.000000,507000000.000000,515000000.000000,515000000.000000,0
2012-08-27,507000000.000000,526000000.000000,498000000.000000,524000000.000000,524000000.000000,0
2012-08-28,538000000.000000,545000000.000000,523000000.000000,542000000.000000,542000000.000000,0
2012-08-29,539000000.000000,548000000.000000,518000000.000000,547000000.000000,547000000.000000,0
2012-08-30,571000000.000000,581000000.000000,555000000.000000,570000000.000000,570000000.000000,0
2012-08-31,550000000.000000,576000000.000000,525000000.000000,530000000.000000,530000000.000000,0
2012-09-04,537000000.000000,554000000.000000,521000000.000000,523000000.000000,523000000.000000,0
2012-09-05,519000000.000000,524000000.000000,490000000.000000,495000000.000000,495000000.000000,0
2012-09-06,473000000.000000,475000000.000000,392000000.000000,392000000.000000,392000000.000000,0
2012-09-07,377000000.000000,379900000.000000,346100000.000000,347200000.000000,347200000.000000,0
2012-09-10,359400000.000000,388900000.000000,336500000.000000,386300000.000000,386300000.000000,1
2012-09-11,383500000.000000,393400000.000000,362700000.000000,380600000.000000,380600000.000000,1
2012-09-12,364600000.000000,384800000.000000,354200000.000000,359000000.000000,359000000.000000,1
2012-09-13,359600000.000000,371900000.000000,302300000.000000,307000000.000000,307000000.000000,1
2012-09-14,295600000.000000,332000000.000000,285100000.000000,326800000.000000,326800000.000000,1
2012-09-17,339300000.000000,339500000.000000,321000000.000000,321700000.000000,321700000.000000,1
2012-09-18,325700000.000000,332100000.000000,302600000.000000,305100000.000000,305100000.000000,1
2012-09-19,294300000.000000,307300000.000000,291900000.000000,303400000.000000,303400000.000000,1
2012-09-20,308700000.000000,318800000.000000,297000000.000000,297500000.000000,297500000.000000,1
2012-09-21,297900000.000000,303200000.000000,285000000.000000,292600000.000000,292600000.000000,1
2012-09-24,299900000.000000,302800000.000000,280200000.000000,284500000.000000,284500000.000000,1
2012-09-25,278500000.000000,330000000.000000,278400000.000000,328900000.000000,328900000.000000,1
2012-09-26,341200000.000000,368700000.000000,332100000.000000,353700000.000000,353700000.000000,1
2012-09-27,332100000.000000,343000000.000000,290300000.000000,291500000.000000,291500000.000000,1
2012-09-28,305400000.000000,314800000.000000,291000000.000000,309200000.000000,309200000.000000,1
2012-10-01,294300000.000000,319600000.000000,278500000.000000,315500000.000000,315500000.000000,1
2012-10-02,307000000.000000,324800000.000000,300800000.000000,302200000.000000,302200000.000000,1
2012-10-03,303800000.000000,317900000.000000,293000000.000000,300100000.000000,300100000.000000,1
2012-10-04,295500000.000000,299700000.000000,286000000.000000,286400000.000000,286400000.000000,1
2012-10-05,268600000.000000,285300000.000000,262000000.000000,277800000.000000,277800000.000000,1
2012-10-08,286100000.000000,290400000.000000,279000000.000000,284600000.000000,284600000.000000,0
2012-10-09,285500000.000000,311600000.000000,282600000.000000,308200000.000000,308200000.000000,1
2012-10-10,302500000.000000,316000000.000000,297800000.000000,301500000.000000,301500000.000000,1
2012-10-11,292700000.000000,297900000.000000,285300000.000000,293800000.000000,293800000.000000,1
2012-10-12,284300000.000000,302500000.000000,278600000.000000,297900000.000000,297900000.000000,1
2012-10-15,293600000.000000,306100000.000000,276000000.000000,277900000.000000,277900000.000000,1
2012-10-16,268000000.000000,272700000.000000,262200000.000000,264900000.000000,264900000.000000,1
2012-10-17,264800000.000000,270000000.000000,255000000.000000,258000000.000000,258000000.000000,1
2012-10-18,261100000.000000,264400000.000000,250400000.000000,256300000.000000,256300000.000000,1
2012-10-19,261200000.000000,295100000.000000,260600000.000000,289600000.000000,289600000.000000,1
2012-10-22,287800000.000000,305300000.000000,281600000.000000,282400000.000000,282400000.000000,1
2012-10-23,313600000.000000,334200000.000000,310000000.000000,326500000.000000,326500000.000000,1
2012-10-24,315800000.000000,334200000.000000,313700000.000000,329500000.000000,329500000.000000,1
2012-10-25,306600000.000000,327900000.000000,303300000.000000,311000000.000000,311000000.000000,1
2012-10-26,311400000.000000,326700000.000000,300500000.000000,309300000.000000,309300000.000000,1
2012-10-31,297400000.000000,328200000.000000,296200000.000000,320700000.000000,320700000.000000,0
2012-11-01,315000000.000000,316500000.000000,269000000.000000,269000000.000000,269000000.000000,1
2012-11-02,261200000.000000,284400000.000000,259400000.000000,281800000.000000,281800000.000000,1
2012-11-05,289100000.000000,306800000.000000,285600000.000000,291700000.000000,291700000.000000,1
2012-11-06,287000000.000000,293100000.000000,264000000.000000,270000000.000000,270000000.000000,1
2012-11-07,284000000.000000,321000000.000000,280100000.000000,313400000.000000,313400000.000000,1
2012-11-08,312000000.000000,321000000.000000,297000000.000000,317200000.000000,317200000.000000,1
2012-11-09,323600000.000000,324900000.000000,297200000.000000,317000000.000000,317000000.000000,1
2012-11-12,308700000.000000,309300000.000000,274100000.000000,276000000.000000,276000000.000000,1
2012-11-13,288500000.000000,292000000.000000,262500000.000000,276600000.000000,276600000.000000,1
2012-11-14,261400000.000000,303800000.000000,259400000.000000,294100000.000000,294100000.000000,1
2012-11-15,294200000.000000,319300000.000000,283700000.000000,300500000.000000,300500000.000000,1
2012-11-16,293500000.000000,314800000.000000,272200000.000000,273700000.000000,273700000.000000,1
2012-11-19,253400000.000000,254500000.000000,225900000.000000,226400000.000000,226400000.000000,1
2012-11-20,220300000.000000,227800000.000000,216600000.000000,217500000.000000,217500000.000000,1
2012-11-21,216100000.000000,224500000.000000,209200000.000000,220500000.000000,220500000.000000,1
2012-11-23,210400000.000000,214100000.000000,201800000.000000,202000000.000000,202000000.000000,0
2012-11-26,209100000.000000,211700000.000000,197700000.000000,197800000.000000,197800000.000000,1
2012-11-27,195600000.000000,207300000.000000,192200000.000000,205600000.000000,205600000.000000,1
2012-11-28,213500000.000000,222000000.000000,193300000.000000,194700000.000000,194700000.000000,1
2012-11-29,188700000.000000,198000000.000000,187000000.000000,189100000.000000,189100000.000000,1
2012-11-30,185900000.000000,199900000.000000,185800000.000000,195700000.000000,195700000.000000,1
2012-12-03,186100000.000000,205000000.000000,185600000.000000,203600000.000000,203600000.000000,1
2012-12-04,206600000.000000,216800000.000000,200700000.000000,210700000.000000,210700000.000000,1
2012-12-05,210700000.000000,220600000.000000,201400000.000000,204100000.000000,204100000.000000,1
