Date,Value,YOY (%)
2015-11-01,-0.31,-175.61
2015-10-01,-0.27,-148.21
2015-09-01,-0.10,-116.95
2015-08-01,-0.12,-122.64
2015-07-01,-0.04,-106.45
2015-06-01,0.10,-85.92
2015-05-01,-0.03,-103.90
2015-04-01,0.04,-95.35
2015-02-01,0.01,-98.95
2015-01-01,-0.07,-107.14
2014-12-01,0.38,-69.60
2014-11-01,0.41,-60.19
2014-10-01,0.56,-47.66
2014-09-01,0.59,-46.85
2014-08-01,0.53,-53.51
2014-07-01,0.62,-43.64
2014-06-01,0.71,-33.02
2014-05-01,0.77,1.32
2014-04-01,0.86,40.98
2014-03-01,0.95,26.67
2014-02-01,0.95,31.94
2014-01-01,0.98,24.05
2013-12-01,1.25,123.21
2013-11-01,1.03,94.34
2013-10-01,1.07,78.33
2013-09-01,1.11,85.00
2013-08-01,1.14,100.00
2013-07-01,1.10,96.43
2013-06-01,1.06,55.88
2013-05-01,0.76,24.59
2013-04-01,0.61,-17.57
2013-03-01,0.75,-11.76
2013-02-01,0.72,0.00
2013-01-01,0.79,6.76
2012-12-01,0.56,-24.32
2012-11-01,0.53,-44.21
2012-10-01,0.60,-44.44
2012-09-01,0.60,-40.00
2012-08-01,0.57,-49.56
2012-07-01,0.56,-61.11
2012-06-01,0.68,-60.92
2012-05-01,0.61,-67.03
2012-04-01,0.74,-64.42
2012-03-01,0.85,-55.96
2012-02-01,0.72,-62.11
2012-01-01,0.74,-59.34
2011-12-01,0.74,-55.69
2011-11-01,0.95,-39.10
2011-10-01,1.08,-26.03
2011-09-01,1.00,-27.01
2011-08-01,1.13,-5.04
2011-07-01,1.44,-4.00
2011-06-01,1.74,15.23
2011-05-01,1.85,17.83
2011-04-01,2.08,11.23
2011-03-01,1.93,-0.52
2011-02-01,1.90,-1.55
2011-01-01,1.82,-9.45
2010-12-01,1.67,-15.23
2010-11-01,1.56,-22.00
2010-10-01,1.46,-33.94
2010-09-01,1.37,-36.57
2010-08-01,1.19,-43.87
2010-07-01,1.50,-31.51
2010-06-01,1.51,-39.11
2010-05-01,1.57,-38.19
2010-04-01,1.87,-15.00
2010-03-01,1.94,-11.01
2010-02-01,1.93,-11.06
2010-01-01,2.01,-9.46
2009-12-01,1.97,-8.37
2009-11-01,2.00,-10.31
2009-10-01,2.21,-19.93
2009-09-01,2.16,-19.10
2009-08-01,2.12,-27.89
2009-07-01,2.19,-30.91
2009-06-01,2.48,-24.62
2009-05-01,2.54,-22.56
2009-04-01,2.20,-32.10
2009-03-01,2.18,-28.05
2009-02-01,2.17,-29.08
2009-01-01,2.22,-24.49
2008-12-01,2.15,-30.87
2008-11-01,2.23,-23.37
2008-10-01,2.76,-7.69
2008-09-01,2.67,-12.75
2008-08-01,2.94,-3.61
2008-07-01,3.17,1.93
2008-06-01,3.29,3.13
2008-05-01,3.28,8.25
2008-04-01,3.24,15.71
2008-03-01,3.03,12.22
2008-02-01,3.06,19.53
2008-01-01,2.94,12.21
2007-12-01,3.11,24.90
2007-11-01,2.91,24.36
2007-10-01,2.99,19.60
2007-09-01,3.06,29.11
2007-08-01,3.05,19.61
2007-07-01,3.11,13.50
2007-06-01,3.19,11.93
2007-05-01,3.03,12.22
2007-04-01,2.80,1.82
2007-03-01,2.70,7.14
2007-02-01,2.56,13.78
2007-01-01,2.62,21.86
2006-12-01,2.49,27.04
2006-11-01,2.34,7.34
2006-10-01,2.50,19.05
2006-09-01,2.37,21.54
2006-08-01,2.55,32.12
2006-07-01,2.74,39.80
2006-06-01,2.85,42.50
2006-05-01,2.70,34.33
2006-04-01,2.75,32.85
2006-03-01,2.52,6.78
2006-02-01,2.25,-5.46
2006-01-01,2.15,-4.44
2005-12-01,1.96,-17.65
2005-11-01,2.18,-10.66
2005-10-01,2.10,-19.85
2005-09-01,1.95,-29.09
2005-08-01,1.93,-31.80
2005-07-01,1.96,-33.78
2005-06-01,2.00,-34.21
2005-05-01,2.01,-30.45
2005-04-01,2.07,-26.33
2005-03-01,2.36,-10.27
2005-02-01,2.38,-11.19
2005-01-01,2.25,-21.05
2004-12-01,2.38,-14.39
2004-11-01,2.44,-18.39
2004-10-01,2.62,-9.03
2004-09-01,2.75,-1.08
2004-08-01,2.83,-1.74
2004-07-01,2.96,10.86
2004-06-01,3.04,16.48
2004-05-01,2.89,22.46
2004-04-01,2.81,5.64
2004-03-01,2.63,3.54
2004-02-01,2.68,12.61
2004-01-01,2.85,18.75
2003-12-01,2.78,15.83
2003-11-01,2.99,6.79
2003-10-01,2.88,0.70
2003-09-01,2.78,0.72
2003-08-01,2.88,-9.72
2003-07-01,2.67,-17.85
2003-06-01,2.61,-20.91
2003-05-01,2.36,-31.99
2003-04-01,2.66,-24.65
2003-03-01,2.54,-30.22
2003-02-01,2.38,-34.07
2003-01-01,2.40,-33.15
2002-12-01,2.40,-32.58
2002-11-01,2.80,-14.11
2002-10-01,2.86,-4.98
2002-09-01,2.76,-16.36
2002-08-01,3.19,-3.92
2002-07-01,3.25,-3.27
2002-06-01,3.30,-2.37
2002-05-01,3.47,-2.53
2002-04-01,3.53,0.00
2002-03-01,3.64,9.31
2002-02-01,3.61,3.44
2002-01-01,3.59,2.57
2001-12-01,3.56,0.28
2001-11-01,3.26,-13.53
2001-10-01,3.01,-23.41
2001-09-01,3.30,-16.46
2001-08-01,3.32,-13.54
2001-07-01,3.36,-15.58
2001-06-01,3.38,-15.71
2001-05-01,3.56,-15.04
2001-04-01,3.53,-13.48
2001-03-01,3.33,-19.95
2001-02-01,3.49,-9.82
2001-01-01,3.50,-7.41
2000-12-01,3.55,-1.93
2000-11-01,3.77,2.17
2000-10-01,3.93,8.26
2000-09-01,3.95,15.16
2000-08-01,3.84,21.14
2000-07-01,3.98,30.92
2000-06-01,4.01,36.39
2000-05-01,4.19,54.04
2000-04-01,4.08,61.26
2000-03-01,4.16,60.00
2000-02-01,3.87,51.76
2000-01-01,3.78,47.66
1999-12-01,3.62,33.58
1999-11-01,3.69,38.72
1999-10-01,3.63,24.74
1999-09-01,3.43,11.00
1999-08-01,3.17,6.02
1999-07-01,3.04,-4.70
1999-06-01,2.94,-11.18
1999-05-01,2.72,-14.47
1999-04-01,2.53,-24.25
1999-03-01,2.60,-16.40
1999-02-01,2.55,-13.85
1999-01-01,2.56,-16.88
1998-12-01,2.71,-12.01
1998-11-01,2.66,-21.53
1998-10-01,2.91,-15.41
1998-09-01,3.09,-8.85
1998-08-01,2.99,-10.75
1998-07-01,3.19,-1.54
1998-06-01,3.31,4.09
1998-05-01,3.18,-2.45
1998-04-01,3.34,-2.62
1998-03-01,3.11,-12.64
1998-02-01,2.96,-8.92
1998-01-01,3.08,-16.53
1997-12-01,3.08,-15.15
1997-11-01,3.39,-9.60
1997-10-01,3.44,-7.28
1997-09-01,3.39,-11.26
1997-08-01,3.35,-17.28
1997-07-01,3.24,-22.86
1997-06-01,3.18,-26.22
1997-05-01,3.26,-24.71
1997-04-01,3.43,-12.94
1997-03-01,3.56,-11.88
1997-02-01,3.25,-20.15
1997-01-01,3.69,-10.44
1996-12-01,3.63,-2.68
1996-11-01,3.75,3.02
1996-10-01,3.71,-6.31
1996-09-01,3.82,-8.83
1996-08-01,4.05,-9.19
1996-07-01,4.20,-8.10
1996-06-01,4.31,-8.10
1996-05-01,4.33,-7.08
1996-04-01,3.94,-18.09
1996-03-01,4.04,-19.84
1996-02-01,4.07,-22.18
1996-01-01,4.12,-21.97
1995-12-01,3.73,-28.68
1995-11-01,3.64,-30.93
1995-10-01,3.96,-27.47
1995-09-01,4.19,-23.40
1995-08-01,4.46,-16.64
1995-07-01,4.57,-10.04
1995-06-01,4.69,-8.75
1995-05-01,4.66,-3.32
1995-04-01,4.81,1.05
1995-03-01,5.04,12.00
1995-02-01,5.23,20.51
1995-01-01,5.28,29.41
1994-12-01,5.23,29.14
1994-11-01,5.27,27.29
1994-10-01,5.46,31.88
1994-09-01,5.47,25.75
1994-08-01,5.35,20.22
1994-07-01,5.08,13.14
1994-06-01,5.14,13.22
1994-05-01,4.82,2.55
1994-04-01,4.76,-0.83
1994-03-01,4.50,-3.64
1994-02-01,4.34,-11.97
1994-01-01,4.08,-24.02
1993-12-01,4.05,-26.09
1993-11-01,4.14,-30.19
1993-10-01,4.14,-29.59
1993-09-01,4.35,-30.95
1993-08-01,4.45,-35.32
1993-07-01,4.49,-35.49
1993-06-01,4.54,-34.96
1993-05-01,4.70,-31.69
1993-04-01,4.80,-27.05
1993-03-01,4.67,-28.92
1993-02-01,4.93,-19.97
1993-01-01,5.37,-13.39
1992-12-01,5.48,-13.70
1992-11-01,5.93,-10.83
1992-10-01,5.88,-13.02
1992-09-01,6.30,0.96
1992-08-01,6.88,11.51
1992-07-01,6.96,15.42
1992-06-01,6.98,16.72
1992-05-01,6.88,18.83
1992-04-01,6.58,8.58
1992-03-01,6.57,6.83
1992-02-01,6.16,-1.60
1992-01-01,6.20,-3.58
1991-12-01,6.35,-4.94
1991-11-01,6.65,0.61
1991-10-01,6.76,3.52
1991-09-01,6.24,-4.59
1991-08-01,6.17,-6.23
1991-07-01,6.03,-0.82
1991-06-01,5.98,-3.08
1991-05-01,5.79,-8.39
1991-04-01,6.06,-9.42
1991-03-01,6.15,-6.53
1991-02-01,6.26,-2.95
1991-01-01,6.43,4.21
1990-12-01,6.68,16.17
1990-11-01,6.61,19.96
1990-10-01,6.53,20.70
1990-09-01,6.54,21.11
1990-08-01,6.58,24.62
1990-07-01,6.08,17.37
1990-06-01,6.17,20.51
1990-05-01,6.32,17.91
1990-04-01,6.69,30.92
1990-03-01,6.58,34.84
1990-02-01,6.45,34.66
1990-01-01,6.17,34.72
1989-12-01,5.75,39.90
1989-11-01,5.51,34.06
1989-10-01,5.41,35.93
1989-09-01,5.40,31.71
1989-08-01,5.28,26.32
1989-07-01,5.18,23.63
1989-06-01,5.12,27.68
1989-05-01,5.36,34.67
1989-04-01,5.11,35.54
1989-03-01,4.88,24.49
1989-02-01,4.79,21.88
1989-01-01,4.58,16.24
1988-12-01,4.11,4.05
1988-11-01,4.11,6.48
1988-10-01,3.98,-3.40
1988-09-01,4.10,-5.31
1988-08-01,4.18,2.96
1988-07-01,4.19,5.28
1988-06-01,4.01,-0.25
1988-05-01,3.98,-2.21
1988-04-01,3.77,-6.68
1988-03-01,3.92,-2.97
1988-02-01,3.93,-2.00
1988-01-01,3.94,0.25
1987-12-01,3.95,-2.47
1987-11-01,3.86,-5.62
1987-10-01,4.12,0.98
1987-09-01,4.33,3.59
1987-08-01,4.06,-1.46
1987-07-01,3.98,-7.87
1987-06-01,4.02,-9.26
1987-05-01,4.07,-7.50
1987-04-01,4.04,-5.16
1987-03-01,4.04,-3.12
1987-02-01,4.01,-5.87
1987-01-01,3.93,-10.88
1986-12-01,4.05,-8.37
1986-11-01,4.09,-9.31
1986-10-01,4.08,-10.92
1986-09-01,4.18,-10.11
1986-08-01,4.12,-12.15
1986-07-01,4.32,-9.62
1986-06-01,4.43,-7.32
1986-05-01,4.40,-7.17
1986-04-01,4.26,-10.50
1986-03-01,4.17,-14.37
1986-02-01,4.26,-13.59
1986-01-01,4.41,-6.37
1985-12-01,4.42,-3.91
1985-11-01,4.51,-2.38
1985-10-01,4.58,-3.38
1985-09-01,4.65,-0.64
1985-08-01,4.69,1.52
1985-07-01,4.78,2.58
1985-06-01,4.78,5.52
1985-05-01,4.74,2.16
1985-04-01,4.76,6.49
1985-03-01,4.87,11.19
1985-02-01,4.93,12.30
1985-01-01,4.71,9.28
1984-12-01,4.60,10.58
1984-11-01,4.62,8.71
1984-10-01,4.74,11.27
1984-09-01,4.68,6.61
1984-08-01,4.62,3.82
1984-07-01,4.66,10.95
1984-06-01,4.53,5.84
1984-05-01,4.64,11.00
1984-04-01,4.47,10.10
1984-03-01,4.38,5.80
1984-02-01,4.39,13.73
1984-01-01,4.31,11.66
1983-12-01,4.16,9.76
1983-11-01,4.25,9.82
1983-10-01,4.26,9.23
1983-09-01,4.39,7.60
1983-08-01,4.45,2.30
1983-07-01,4.20,-11.21
1983-06-01,4.28,-15.25
1983-05-01,4.18,-12.37
1983-04-01,4.06,-16.12
1983-03-01,4.14,-16.53
1983-02-01,3.86,-29.69
1983-01-01,3.86,-27.85
1982-12-01,3.79,-29.68
1982-11-01,3.87,-30.52
1982-10-01,3.90,-34.89
1982-09-01,4.08,-33.44
1982-08-01,4.35,-25.51
1982-07-01,4.73,-14.16
1982-06-01,5.05,-10.14
1982-05-01,4.77,-18.46
1982-04-01,4.84,-11.68
1982-03-01,4.96,-9.32
1982-02-01,5.49,5.58
1982-01-01,5.35,11.69
1981-12-01,5.39,16.41
1981-11-01,5.57,19.02
1981-10-01,5.99,27.72
1981-09-01,6.13,25.87
1981-08-01,5.84,19.92
1981-07-01,5.51,19.78
1981-06-01,5.62,19.07
1981-05-01,5.85,21.37
1981-04-01,5.48,10.26
1981-03-01,5.47,7.25
1981-02-01,5.20,10.17
1981-01-01,4.79,6.92
1980-12-01,4.63,14.60
1980-11-01,4.68,15.84
1980-10-01,4.69,34.00
1980-09-01,4.87,38.75
1980-08-01,4.87,39.54
1980-07-01,4.60,33.33
1980-06-01,4.72,48.43
1980-05-01,4.82,51.57
1980-04-01,4.97,54.83
1980-03-01,5.10,58.39
1980-02-01,4.72,53.25
1980-01-01,4.48,44.05
1979-12-01,4.04,33.33
1979-11-01,4.04,33.33
1979-10-01,3.60,17.26
1979-09-01,3.50,7.69
1979-08-01,3.51,6.04
1979-07-01,3.49,3.56
1979-06-01,3.45,1.77
1979-05-01,3.18,-8.62
1979-04-01,3.21,-5.59
1979-03-01,3.22,-7.74
1979-02-01,3.08,-10.72
1979-01-01,3.11,-14.79
1978-12-01,3.03,-19.84
1978-11-01,3.03,-21.09
1978-10-01,3.07,-20.26
1978-09-01,3.25,-17.51
1978-08-01,3.31,-18.87
1978-07-01,3.37,-20.14
1978-06-01,3.39,-24.50
1978-05-01,3.48,-21.62
1978-04-01,3.40,-13.49
1978-03-01,3.49,-11.65
1978-02-01,3.45,-13.10
1978-01-01,3.65,-9.88
1977-12-01,3.78,-15.25
1977-11-01,3.84,-12.93
1977-10-01,3.85,-21.27
1977-09-01,3.94,-21.04
1977-08-01,4.08,-19.84
1977-07-01,4.22,-17.58
1977-06-01,4.49,-13.82
1977-05-01,4.44,-14.45
1977-04-01,3.93,-24.28
1977-03-01,3.95,-23.15
1977-02-01,3.97,-24.95
1977-01-01,4.05,-25.00
1976-12-01,4.46,-24.79
1976-11-01,4.41,-26.01
1976-10-01,4.60,-24.34
1976-09-01,4.89,-21.26
1976-08-01,4.99,-19.26
1976-07-01,5.09,-21.09
1976-06-01,5.12,-21.35
1976-05-01,5.21,-22.93
1976-04-01,5.19,-24.45
1976-03-01,5.14,-24.30
1976-02-01,5.29,-20.57
1976-01-01,5.40,-20.94
1975-12-01,5.93,-17.29
1975-11-01,5.96,-17.11
1975-10-01,6.08,-16.94
1975-09-01,6.21,-16.19
1975-08-01,6.18,-16.03
1975-07-01,6.45,-10.79
1975-06-01,6.51,-10.58
1975-05-01,6.76,-7.40
1975-04-01,6.87,-3.10
1975-03-01,6.79,3.03
1975-02-01,6.66,4.39
1975-01-01,6.83,8.24
1974-12-01,7.17,13.63
1974-11-01,7.19,17.29
1974-10-01,7.32,26.86
1974-09-01,7.41,27.98
1974-08-01,7.36,30.27
1974-07-01,7.23,34.89
1974-06-01,7.28,35.82
1974-05-01,7.30,35.94
1974-04-01,7.23,33.39
1974-03-01,7.09,34.03
1974-02-01,6.59,23.87
1974-01-01,6.38,19.03
1973-12-01,6.31,19.73
1973-11-01,6.13,15.88
1973-10-01,5.77,13.58
1973-09-01,5.79,16.27
1973-08-01,5.65,14.60
1973-07-01,5.36,8.28
1973-06-01,5.36,5.93
1973-05-01,5.37,8.92
1973-04-01,5.42,9.72
1973-03-01,5.29,10.90
1973-02-01,5.32,15.65
1973-01-01,5.36,12.61
1972-12-01,5.27,5.61
1972-11-01,5.29,8.85
1972-10-01,5.08,2.21
1972-09-01,4.98,-2.35
1972-08-01,4.93,-7.16
1972-07-01,4.95,-9.17
1972-06-01,5.06,-5.95
1972-05-01,4.93,-7.33
1972-04-01,4.94,-6.26
1972-03-01,4.77,-12.32
1972-02-01,4.60,-16.67
1972-01-01,4.76,-14.70
1971-12-01,4.99,-12.46
1971-11-01,4.86,-14.44
1971-10-01,4.97,-13.57
1971-09-01,5.10,-11.15
1971-08-01,5.31,-7.81
1971-07-01,5.45,-6.20
1971-06-01,5.38,-8.35
1971-05-01,5.32,-9.22
1971-04-01,5.27,-10.37
1971-03-01,5.44,-3.89
1971-02-01,5.52,-0.54
1971-01-01,5.58,4.69
1970-12-01,5.70,6.74
1970-11-01,5.68,6.37
1970-10-01,5.75,9.94
1970-09-01,5.74,6.89
1970-08-01,5.76,10.77
1970-07-01,5.81,16.20
1970-06-01,5.87,25.16
1970-05-01,5.86,27.95
1970-04-01,5.88,25.91
1970-03-01,5.66,23.04
1970-02-01,5.55,26.14
1970-01-01,5.33,21.69
1969-12-01,5.34,23.33
1969-11-01,5.34,23.33
1969-10-01,5.23,19.41
1969-09-01,5.37,23.73
1969-08-01,5.20,19.54
1969-07-01,5.00,14.94
1969-06-01,4.69,8.06
1969-05-01,4.58,5.29
1969-04-01,4.67,6.86
1969-03-01,4.60,5.75
1969-02-01,4.40,0.23
1969-01-01,4.38,-4.58
1968-12-01,4.33,-4.84
1968-11-01,4.33,-4.20
1968-10-01,4.38,-1.57
1968-09-01,4.34,0.46
1968-08-01,4.35,-2.90
1968-07-01,4.35,-5.43
1968-06-01,4.34,-8.63
1968-05-01,4.35,-7.05
1968-04-01,4.37,-6.82
1968-03-01,4.35,-7.84
1968-02-01,4.39,-7.38
1968-01-01,4.59,-3.16
1967-12-01,4.55,0.44
1967-11-01,4.52,2.73
1967-10-01,4.45,2.06
1967-09-01,4.32,1.17
1967-08-01,4.48,5.66
1967-07-01,4.60,10.58
1967-06-01,4.75,17.57
1967-05-01,4.68,16.42
1967-04-01,4.69,16.96
1967-03-01,4.72,18.59
1967-02-01,4.74,19.10
1967-01-01,4.74,19.10
1966-12-01,4.53,13.82
1966-11-01,4.40,10.55
1966-10-01,4.36,10.10
1966-09-01,4.27,8.38
1966-08-01,4.24,8.16
1966-07-01,4.16,6.12
1966-06-01,4.04,3.06
1966-05-01,4.02,2.55
1966-04-01,4.01,2.30
1966-03-01,3.98,1.79
1966-02-01,3.98,1.02
1966-01-01,3.98,-1.49
1965-12-01,3.98,-2.21
1965-11-01,3.98,-2.45
1965-10-01,3.96,-2.94
1965-09-01,3.94,-2.72
1965-08-01,3.92,-3.21
1965-07-01,3.92,-2.97
1965-06-01,3.92,-3.21
1965-05-01,3.92,-2.49
1965-04-01,3.92,0.77
1965-03-01,3.91,0.51
1965-02-01,3.94,3.68
1965-01-01,4.04,10.99
1964-12-01,4.07,14.97
1964-11-01,4.08,18.60
1964-10-01,4.08,18.60
1964-09-01,4.05,21.62
1964-08-01,4.05,24.62
1964-07-01,4.04,25.47
1964-06-01,4.05,28.57
1964-05-01,4.02,28.03
1964-04-01,3.88,25.16
1964-03-01,3.89,25.48
1964-02-01,3.80,21.41
1964-01-01,3.64,15.92
1963-12-01,3.54,13.46
1963-11-01,3.42,9.97
1963-10-01,3.44,10.26
1963-09-01,3.33,7.07
1963-08-01,3.25,3.50
1963-07-01,3.22,0.94
1963-06-01,3.15,-3.37
1963-05-01,3.14,0.00
1963-04-01,3.10,-4.62
1963-03-01,3.10,0.00
1963-02-01,3.13,4.68
1963-01-01,3.14,6.08
1962-12-01,3.12,4.70
1962-11-01,3.11,3.32
1962-10-01,3.12,5.05
1962-09-01,3.11,4.71
1962-08-01,3.14,1.29
1962-07-01,3.19,1.92
1962-06-01,3.26,9.76
1962-05-01,3.14,9.79
1962-04-01,3.25,15.25
1962-03-01,3.10,9.15
1962-02-01,2.99,4.55
1962-01-01,2.96,0.00
1961-12-01,2.98,-1.32
1961-11-01,3.01,-0.99
1961-10-01,2.97,-2.62
1961-09-01,2.97,-1.33
1961-08-01,3.10,5.44
1961-07-01,3.13,5.39
1961-06-01,2.97,-2.30
1961-05-01,2.86,-6.84
1961-04-01,2.82,-9.90
1961-03-01,2.84,-11.80
1961-02-01,2.86,-13.33
1961-01-01,2.96,-10.84
1960-12-01,3.02,
1960-11-01,3.04,
1960-10-01,3.05,
1960-09-01,3.01,
1960-08-01,2.94,
1960-07-01,2.97,
1960-06-01,3.04,
1960-05-01,3.07,
1960-04-01,3.13,
1960-03-01,3.22,
1960-02-01,3.30,
1960-01-01,3.32,
